Species,Endo.vs..Ecto,Mass..kg.,Dive.duration..min.,Maximum.dive.duration..min.,Temperature,Remarks,Literature.source,selected,Treenames
Spheniscus magellanicus,Endotherm,5.000000000000000000,1.225,3.9,39.8,temperature taken to be similar to that for Spheniscus demersus,"Peters, G., R.P. Wilson, J.A. Scolaro, S. Laurenti, J. Upton & H. Gallelli (1998) The diving behavior of the Magellanic penguin (Spheniscus magellanicus) at Punta Norte, Peninsula Valdes, Argentina. Colonial  Waterbirds 21: 1-10.",0,
Spheniscus mendiculus,Endotherm,2.130000000000000000,0.15,1.9,39.8,temperature taken to be similar to that for Spheniscus demersus,"Mills, K.L.. (2000) Diving Behaviour Of Two Gal†pagos Penguins Spheniscus mendiculus. Marine Ornithology 28: 75-79.",0,
Stenella attenuata,Endotherm,80.000000000000000000,NA,3.4,37,temperature taken to be similar to that for Stenella longirostris,"Leatherwood, S. & D.K. Ljungblad (1979) Nightmare swimming and diving behavior of a radio-tagged spotted dolphin, Stenella attenuata. Cetology 34: 1-6.",0,
Stenella attenuata,Endotherm,80.000000000000000000,1.43,4.6,37,temperature taken to be similar to that for Stenella longirostris,"Baird, R.W., A.D. Ligon, S.K. Hooker & A.M. Gorgone (2001) Subsurface and nighttime behaviour of pantropical spotted dolphins in Hawaii. Can. J. Zool. 79: 988?996",0,
Stenella attenuata,Endotherm,,1.52,5.4,37,approximated from data for Stenella longirostris,"Scott MS, Chivers SJ. 2009. Movements and diving behavior of pelagic spotted dolphins. Mar Mamm Sci 25: 137-160,",0,
Stenella longirostris,Endotherm,77.000000000000000000,2.25,NA,37,"Temperature taken from: HAMPTON, I. F. G., and G. C. WHITTOW. 1976. Body temperature and heat transfer in the Hawaiian spinner dolphin, Stenella longirostris. Comp. Biochem. Physiol. 55A:195-197",Fitch & Brownell '68; Norris & Dohl '80; W?rsig et al. '94 ~,0,
Sula leucogaster,Endotherm,1.194000000000000000,0.0333,NA,40.7,temperature taken to be similar to that for Sula dactylatra,"Weimerskirch, H., S.A. Shaffer, Y. Tremblay, D.P. Costa, H. Gadenne, A. Kato, Y. Ropert-Coudert, K. Sato & D. Aurioles (2009) Species- and sex-specific differences in foraging behaviour and foraging zones in blue-footed and brown boobies in the Gulf of California. Mar. Ecol. Prog. Ser. 391: 267-278.",0,
Sula leucogaster,Endotherm,1.448000000000000000,0.0317,NA,40.7,temperature taken to be similar to that for Sula dactylatra,"Weimerskirch, H., S.A. Shaffer, Y. Tremblay, D.P. Costa, H. Gadenne, A. Kato, Y. Ropert-Coudert, K. Sato & D. Aurioles (2009) Species- and sex-specific differences in foraging behaviour and foraging zones in blue-footed and brown boobies in the Gulf of California. Mar. Ecol. Prog. Ser. 391: 267-278.",0,
Sula nebouxii,Endotherm,1.319000000000000000,0.085,0.383,40.7,temperature taken to be similar to that for Sula dactylatra,"Zavalaga, C.B., S. Benvenuti, L. Dall?Antonia & S.D. Emslie (2007) Diving behavior of blue-footed boobies Sula nebouxii in northern Peru in relation to sex, body size and prey type. Mar. Ecol. Prog. Ser. 336: 291-303.",0,
Sula nebouxii,Endotherm,1.319000000000000000,0.095,0.45,40.7,temperature taken to be similar to that for Sula dactylatra,"Zavalaga, C.B., S. Benvenuti, L. Dall?Antonia & S.D. Emslie (2007) Diving behavior of blue-footed boobies Sula nebouxii in northern Peru in relation to sex, body size and prey type. Mar. Ecol. Prog. Ser. 336: 291-303.",0,
Sula nebouxii,Endotherm,1.723000000000000000,0.1333,0.583,40.7,temperature taken to be similar to that for Sula dactylatra,"Zavalaga, C.B., S. Benvenuti, L. Dall?Antonia & S.D. Emslie (2007) Diving behavior of blue-footed boobies Sula nebouxii in northern Peru in relation to sex, body size and prey type. Mar. Ecol. Prog. Ser. 336: 291-303.",0,
Sula nebouxii,Endotherm,1.430000000000000000,0.0583,NA,40.7,temperature taken to be similar to that for Sula dactylatra,"Weimerskirch, H., S.A. Shaffer, Y. Tremblay, D.P. Costa, H. Gadenne, A. Kato, Y. Ropert-Coudert, K. Sato & D. Aurioles (2009) Species- and sex-specific differences in foraging behaviour and foraging zones in blue-footed and brown boobies in the Gulf of California. Mar. Ecol. Prog. Ser. 391: 267-278.",0,
Sula nebouxii,Endotherm,1.811000000000000000,0.08,NA,40.7,temperature taken to be similar to that for Sula dactylatra,"Weimerskirch, H., S.A. Shaffer, Y. Tremblay, D.P. Costa, H. Gadenne, A. Kato, Y. Ropert-Coudert, K. Sato & D. Aurioles (2009) Species- and sex-specific differences in foraging behaviour and foraging zones in blue-footed and brown boobies in the Gulf of California. Mar. Ecol. Prog. Ser. 391: 267-278.",0,
Sula variegata,Endotherm,,0.071333333,0.328666667,40.7,approximated from Sula dactylatra data,"Zavalaga, C.B., Halls, J.N., Mori, G.P., Taylor, S.A. & DellíOmo, G. (2010) At-sea movement patterns and diving behavior of Peruvian boobies (Sula variegate) in northern Peru. Marine Ecology Progress Series, 404, 259ñ274.",0,
Sula variegata,Endotherm,1.300000000000000000,0.0533,NA,40.7,temperature taken to be similar to that for Sula dactylatra,"Duffy, D.C. (1983) The Foraging Ecology of Peruvian Seabirds. The Auk 100: 800-810.",0,
Sula variegata,Endotherm,1.300000000000000000,0.0567,NA,40.7,temperature taken to be similar to that for Sula dactylatra,"Ludynia, K., S. Garthe & G. Luna-Jorquera (2010) Distribution and foraging behaviour of the Peruvian Booby (Sula variegata) off northern Chile. J. Ornithol. 151: 103-111.",0,
Sula variegata,Endotherm,1.300000000000000000,0.0467,NA,40.7,temperature taken to be similar to that for Sula dactylatra,"Ludynia, K., S. Garthe & G. Luna-Jorquera (2010) Distribution and foraging behaviour of the Peruvian Booby (Sula variegata) off northern Chile. J. Ornithol. 151: 103-111.",0,
Synthliboramphus hypoleucus,Endotherm,0.156900000000000000,0.3,NA,39.1,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Hamilton, C.D., R.T. Golightly & J.Y. Takekawa (2005) Characteristics of diving in radio-marked Xantus?s Murrelets. Marine Ornithology 33: 155-159.",0,
Synthliboramphus hypoleucus,Endotherm,0.156900000000000000,0.467,NA,39.1,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Hamilton, C.D., R.T. Golightly & J.Y. Takekawa (2005) Characteristics of diving in radio-marked Xantus?s Murrelets. Marine Ornithology 33: 155-159.",0,
Synthliboramphus hypoleucus,Endotherm,0.156900000000000000,0.4,NA,39.1,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Hamilton, C.D., R.T. Golightly & J.Y. Takekawa (2005) Characteristics of diving in radio-marked Xantus?s Murrelets. Marine Ornithology 33: 155-159.",0,
Tachybaptus dominicus,Endotherm,0.100000000000000000,0.208,0.245,39.55, temperature taken to be similar to the mean body temperature of Podicipedidae,"Jenni, D.A. (1969) Diving Times of the Least Grebe and Masked Duck. The Auk 86: 355-356.",0,
Tachybaptus dominicus,Endotherm,0.100000000000000000,0.2167,0.353,39.55, temperature taken to be similar to the mean body temperature of Podicipedidae,"Jenni, D.A. & R.D. Gambs (1974) Diving Times of Grebes and Masked Ducks. The Auk 91: 415-417.",0,
Triturus alpestris,Ectotherm,0.002600000000000000,3.61,NA,15,,"?amajova, P. & L. Gvo?d°k (2009) The influence of temperature on diving behaviour in the alpine newt, Triturus alpestris. J. Therm. Biol. 34: 401-405.",0,
Triturus alpestris,Ectotherm,0.002600000000000000,2.3,NA,20,,"?amajova, P. & L. Gvo?d°k (2009) The influence of temperature on diving behaviour in the alpine newt, Triturus alpestris. J. Therm. Biol. 34: 401-405.",0,
Triturus alpestris,Ectotherm,0.002600000000000000,1.1,NA,25,,"?amajova, P. & L. Gvo?d°k (2009) The influence of temperature on diving behaviour in the alpine newt, Triturus alpestris. J. Therm. Biol. 34: 401-405.",0,
Tursiops aduncus,Endotherm,,0.253333333,NA,36.75,approximated from value for tursiops truncatus,"Seuront, L. & Cribb, N. (2011). Fractal analysis reveals pernicious stress levels related to boat presence and type in the Indo-Pacific bottlenose dolphin, Tursiops aduncus. Physica A, 390(12), 2333-2339.",0,
Tursiops truncatus,Endotherm,186.300000000000000000,1.92,3.42,36.75,"Temperature taken from: Melero, M., Rodr°guez-Prieto, V., Rubio-Garc°a, A., Garc°a-P†rraga, D., & S†nchez-Vizca°no, J. M. (2015). Thermal reference points as an index for monitoring body temperature in marine mammals. BMC research notes, 8(1), 411.","Noren, S.R., T. Kendall, V. Cuccurullo & T.M. Williams (2012) The dive response redefined: underwater behavior influences cardiac variability in freely diving dolphins. J. Exp. Biol. 215: 2735-2741.",0,
Tursiops truncatus,Endotherm,,3.5,4,36.75,Melero et al. 2015,"Davis RW, Williams TM (2012) The marine mammal dive response is exercise modulated to maximize aerobic dive duration. J Comp Physiol A 198:583?591",0,
Tursiops truncatus,Endotherm,,,8,36.75,Melero et al. 2015,Ponganis PJ. 2011. Diving mammals. Comprehensive Physiol 1:517-535,0,
Tursiops truncatus,Endotherm,201.000000000000000000,0.922,NA,36.75,"Temperature taken from: Melero, M., Rodr°guez-Prieto, V., Rubio-Garc°a, A., Garc°a-P†rraga, D., & S†nchez-Vizca°no, J. M. (2015). Thermal reference points as an index for monitoring body temperature in marine mammals. BMC research notes, 8(1), 411.","Lockyer, C. & R. Morris (1987) Observation on diving behaviour and swimming speeds in a wild juvenile Tursiops truncatus. Aquatic  Mammals 13: 31-35.",0,
Uria aalge,Endotherm,1.000000000000000000,0.917,1.167,41.6,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Ainley D.G., Strong C., Penniman T., Boekelheide T. (1990) The feeding ecology of Farallon seabirds. p. 51-127. In: D.G. Ainley & R.J. Boekelkeide (eds.) Seabirds of the Farallon Islands: Ecology, Dynamics, and Structure of an Upwelling-System Community. Stanford University Press, Stanford, California. 450pp.",0,
Uria aalge,Endotherm,0.993000000000000000,0.645,1.983,41.6,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Tremblay, Y., Y. Cherel, M. Oremus, T. Tveraa & O. Chastel (2003) Unconventional ventral attachment of time?depth recorders as a new method for investigating time budget and diving behaviour of seabirds. J. Exp. Biol. 206: 1929-1940.",0,
Uria aalge,Endotherm,1.000000000000000000,1.277,2.333,41.6,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Monaghan, P., P. Walton., S. Wanless., J.D. Uttley & M.D. Burns (1994) Effects of prey abundance on the foraging behaviour, diving efficiency and time allocation of breeding Guillemots Uria aalge. IBIS 136: 214-222.",0,
Uria aalge,Endotherm,1.000000000000000000,1.233,2.667,41.6,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Bradstreet, M.S.W. (1982) Occurrence, Habitat Use, and Behavior of Seabirds, Marine Mammals, and Arctic Cod at the Pond Inlet Ice Edge. Arctic 35: 28-40.",0,
Uria aalge,Endotherm,1.000000000000000000,1.197,2.983,41.6,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Monaghan, P., P. Walton., S. Wanless., J.D. Uttley & M.D. Burns (1994) Effects of prey abundance on the foraging behaviour, diving efficiency and time allocation of breeding Guillemots Uria aalge. IBIS 136: 214-222.",0,
Uria aalge,Endotherm,1.000000000000000000,2.283,3.2,41.6,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Bradstreet, M.S.W. (1982) Occurrence, Habitat Use, and Behavior of Seabirds, Marine Mammals, and Arctic Cod at the Pond Inlet Ice Edge. Arctic 35: 28-40.",0,
Uria aalge,Endotherm,,1.066666667,3.533333333,41.6,original value from Clarke and Rothery,"Hedd, A., Regular, P.M., Montevecchi, W.A., Buren, A.D., Burke, C.M. & Fifield, D.A. (2009). Going deep: common murres dive into frigid water for aggregated, persistent and slow-moving capelin. Mar. Biol. 156, 741ñ751",0,
Uria aalge,Endotherm,1.000000000000000000,1.787,NA,41.6,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Camphuysen, C. (2005) Understanding marine foodweb processes: An ecosystem approach to sustainable Sandeel fisheries in the North Sea. IMPRESS Report, Koninklijk Nederlands Instituut voor Onderzoek der Zee, Q5RS-2000-30864, Texel. 241pp.",0,
Uria aalge,Endotherm,1.000000000000000000,1.795,NA,41.6,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Camphuysen, C. (2005) Understanding marine foodweb processes: An ecosystem approach to sustainable Sandeel fisheries in the North Sea. IMPRESS Report, Koninklijk Nederlands Instituut voor Onderzoek der Zee, Q5RS-2000-30864, Texel. 241pp.",0,
Uria aalge,Endotherm,1.000000000000000000,1.733,NA,41.6,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Camphuysen, C. (2005) Understanding marine foodweb processes: An ecosystem approach to sustainable Sandeel fisheries in the North Sea. IMPRESS Report, Koninklijk Nederlands Instituut voor Onderzoek der Zee, Q5RS-2000-30864, Texel. 241pp.",0,
Uria aalge,Endotherm,1.000000000000000000,1.667,NA,41.6,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Camphuysen, C. (2005) Understanding marine foodweb processes: An ecosystem approach to sustainable Sandeel fisheries in the North Sea. IMPRESS Report, Koninklijk Nederlands Instituut voor Onderzoek der Zee, Q5RS-2000-30864, Texel. 241pp.",0,
Uria aalge,Endotherm,1.000000000000000000,1.195,NA,41.6,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Camphuysen, C. (2005) Understanding marine foodweb processes: An ecosystem approach to sustainable Sandeel fisheries in the North Sea. IMPRESS Report, Koninklijk Nederlands Instituut voor Onderzoek der Zee, Q5RS-2000-30864, Texel. 241pp.",0,
Uria aalge,Endotherm,1.000000000000000000,0.683,NA,41.6,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Cody, M.L. (1973) Coexistence, Coevoluation and Convergent Evolution in Seabird Communities. Ecology. 54: 31-44.",0,
Uria aalge,Endotherm,,0.773333333,NA,41.6,original value from Clarke and Rothery,"Thaxter C, Wanless S, Daunt F, Harris M, Benvenuti S, Watanuki Y, GrÈmillet D, Hamer K (2010) Influence of wing loading on the trade-off between pursuit-diving and flight in common guillemots and razorbills. J Exp Biol 213:1018ñ1025",0,
Uria aalge,Endotherm,,1.973333333,NA,41.6,original value from Clarke and Rothery,"Thaxter C, Wanless S, Daunt F, Harris M, Benvenuti S, Watanuki Y, GrÈmillet D, Hamer K (2010) Influence of wing loading on the trade-off between pursuit-diving and flight in common guillemots and razorbills. J Exp Biol 213:1018ñ1025",0,
Uria lomvia,Endotherm,1.000000000000000000,1.622,3.217,39.7,"temperature value from: Sonne, C., Andersen, S., Mosbech, A., Flagstad, A., & Merkel, F. (2011). Monitoring Temperature and Heart Rate during Surgical Field Implantation of PTT-100 Satellite Transmitters in Greenland Sea Birds. Veterinary medicine international, 2011.","Mehlum, F., Y. Watanuki & A. Takahashi (2001) Diving behaviour and foraging habitats of Brunnich's guillemots (Uria lomvia) breeding in the High-Arctic. J. Zool. Lond. 255: 413-423.",0,
Uria lomvia,Endotherm,1.024000000000000000,1.75,3.267,39.7,"temperature value from: Sonne, C., Andersen, S., Mosbech, A., Flagstad, A., & Merkel, F. (2011). Monitoring Temperature and Heart Rate during Surgical Field Implantation of PTT-100 Satellite Transmitters in Greenland Sea Birds. Veterinary medicine international, 2011.","Mori, Y., A. Takahashi, F. Mehlum & Y. Waranuki (2002) An application of optimal diving models to diving behaviour of Brunnich?s guillemots. Anim. Behav. 64: 739-745.",0,
